key,match_done,dist,match_that_should_be_done
rest.resource.searchParam.documentation,ClinicalDocument.versionNumber.value,1.9571874,[]
compose.include.filter.property,ClinicalDocument.title.@value,2.0008209,[]
snapshot.element.slicing.ordered,ClinicalDocument.title.@value,1.9933947,[]
extension.valueCodeableConcept.text,organizer.component.observation.code.originalText.@value,1.5394552,[]
effectiveDateTime,ClinicalDocument.effectiveTime.value,1.6144357,[]
copyright,ClinicalDocument.title.@value,2.2773595,[]
definition.page.page.page.page.nameUrl,section.text.paragraph.content.linkHtml.@value,3.666596,[]
total,ClinicalDocument.title.@value,2.1621594,[]
snapshot.element.contentReference,ClinicalDocument.title.@value,1.5942197,[]
relationship.coding.display,ClinicalDocument.title.@value,1.7048485,"['ClinicalDocument.component.structuredBody.component.section.entry.organizer.subject.relatedSubject.code.displayName', 'ClinicalDocument.component.structuredBody.component.section.entry.organizer.subject.relatedSubject.code.translation.displayName']"
entry.resource.verificationStatus.coding.code,entry.organizer.component.observation.statusCode.code,1.4165725,[]
valueSet,ClinicalDocument.title.@value,1.6410613,[]
context.period.start,ClinicalDocument.participant.time.value,1.9161205,[]
snapshot.element.patternCoding.system,ClinicalDocument.component.typeCode,1.6470876,[]
address.period.start,ClinicalDocument.participant.time.value,1.9647038,[]
rest.resource.extension.valueCode,component.section.entry.observation.value.code,1.5896014,[]
item.item.item.linkId,section.text.list.item.content.ID,2.188167,[]
compose.exclude.valueSet,ClinicalDocument.versionNumber.value,1.9737096,[]
differential.element.condition,ClinicalDocument.title.@value,1.7534531,[]
concept.definition,ClinicalDocument.title.@value,1.8978554,[]
status,ClinicalDocument.title.@value,2.107114,"['ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.entryRelationship.observation.value.displayName', 'ClinicalDocument.component.structuredBody.component.section.entry.procedure.entryRelationship.procedure.statusCode.code', 'ClinicalDocument.component.structuredBody.component.section.entry.observation.entryRelationship.observation.value.displayName', 'ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.entryRelationship.observation.entryRelationship.observation.statusCode.code', 'ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.observation.statusCode.code', 'ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.act.statusCode.code', 'ClinicalDocument.component.structuredBody.component.section.entry.observation.entryRelationship.observation.statusCode.code', 'ClinicalDocument.authorization.consent.statusCode.code', 'ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.supply.entryRelationship.act.statusCode.code', 'ClinicalDocument.component.structuredBody.component.section.entry.procedure.statusCode.code', 'ClinicalDocument.component.structuredBody.component.section.entry.observation.statusCode.code']"
definition.page.page.page.nameUrl,section.entry.organizer.code.translation.displayName,3.0698924,[]
parameter.name,ClinicalDocument.title.@value,1.7678108,[]
meta.extension.valueString,ClinicalDocument.title.@value,1.7584856,[]
differential.element.patternCodeableConcept.coding.system,ClinicalDocument.participant.associatedEntity.code.codeSystem,2.0613983,[]
compose.include.system,ClinicalDocument.title.type,1.929982,[]
rest.resource.interaction.extension.valueCode,component.observation.entryRelationship.observation.value.code,1.6160129,[]
extension.url,ClinicalDocument.id.extension,1.9678586,[]
modelNumber,ClinicalDocument.title.@value,1.903214,[]
