key,match_done,dist,match_that_should_be_done
concept.code,codeSystem,0.4467827191272118,[]
snapshot.element.fixedUri,@value,1.0450327553908272,[]
address.period.end,extension,1.016046990164833,[]
entry.resource.name.suffix,displayName,0.7383434045299941,"['ClinicalDocument.component.structuredBody.component.section.entry.organizer.performer.assignedEntity.assignedPerson.name.suffix.@value', 'ClinicalDocument.documentationOf.serviceEvent.performer.assignedEntity.assignedPerson.name.suffix.@value']"
entry.resource.subject.reference,listType,0.95664339573847,[]
_implementationGuide.extension.url,extension,0.7898675749811264,[]
_implementationGuide.extension.valueCode,codeSystem,0.8041523017118787,[]
meta.profile,listType,1.0221864790512003,[]
valueCodeableConcept.coding.code,typeCode,0.6402200772449876,"['ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.value.code', 'ClinicalDocument.recordTarget.patientRole.patient.religiousAffiliationCode.code', 'ClinicalDocument.component.structuredBody.component.section.entry.observation.value.code', 'ClinicalDocument.component.structuredBody.component.section.entry.observation.value.translation.code']"
_comparator.extension.valueCode,typeCode,0.7805408474043607,[]
vaccineCode.coding.system,codeSystem,0.4653599558001022,[]
snapshot.element.slicing.description,listType,0.999810074236511,[]
differential.element.min,type,1.053113956117436,[]
encounter.display,displayName,0.5768249151092513,[]
item.item.linkId,ID,0.897820350082564,[]
participant.member.display,displayName,0.737218932093378,[]
multipleOr,use,1.0033595944855636,[]
concept.extension.valueCoding.code,codeSystem,0.7443358626572489,[]
property.code,typeCode,0.5049561248759933,[]
category.coding.system,codeSystemName,0.5938473310094228,[]
publisher,operator,1.0545158074174126,[]
verificationStatus.coding.system,codeSystemName,0.7033304511897375,[]
definition.resource.extension.url,extension,0.8110875524546618,[]
title,displayName,0.9375610003284384,"['ClinicalDocument.title.@value', 'ClinicalDocument.component.structuredBody.component.section.entry.organizer.code.displayName']"
entry.resource.payloadMimeType,listType,0.8381085097606608,[]
entry.resource.text.div,listType,1.0315486659272068,[]
extension.valueCodeableConcept.text,contextControlCode,0.8345472202328121,[]
entry.resource.address.line,listType,0.9647015602872892,"['ClinicalDocument.custodian.assignedCustodian.representedCustodianOrganization.addr.streetAddressLine.@value', 'ClinicalDocument.recordTarget.patientRole.providerOrganization.addr.streetAddressLine.@value', 'ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.performer.assignedEntity.addr.streetAddressLine.@value', 'ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.performer.assignedEntity.representedOrganization.addr.streetAddressLine.@value', 'ClinicalDocument.component.structuredBody.component.section.entry.encounter.performer.assignedEntity.addr.streetAddressLine.@value', 'ClinicalDocument.legalAuthenticator.assignedEntity.addr.streetAddressLine.@value', 'ClinicalDocument.documentationOf.serviceEvent.performer.assignedEntity.addr.streetAddressLine.@value', 'ClinicalDocument.recordTarget.patientRole.addr.streetAddressLine.@value', 'ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.encounter.performer.assignedEntity.addr.streetAddressLine.@value']"
element.slicing.discriminator.type,type,0.8673777423451742,[]
item.answer.valueCoding.system,codeSystemName,0.7843141563770585,[]
content.url,styleCode,1.0308432897974515,[]
contained.payloadMimeType,type,0.8202061088531896,[]
manufacturer,operator,0.9519123830668392,['ClinicalDocument.author.assignedAuthor.assignedAuthoringDevice.manufacturerModelName.@value']
modelNumber,codeSystem,0.946395925944128,[]
description.text,displayName,0.924774215814262,[]
entry.resource.meta.lastUpdated,listType,1.0047697080101805,[]
snapshot.element.extension.url,extension,0.8157544930479004,[]
qualification.code.coding.code,code,0.4661220054595008,[]
participant.member.reference,institutionSpecified,1.0216063944881546,[]
type.coding.system,codeSystemName,0.5587284122361836,[]
position.longitude,@value,1.054537597808335,[]
context.type,mediaType,0.510788166097866,[]
mapping.uri,type,1.0830539739255898,[]
dispenseRequest.numberOfRepeatsAllowed,use,1.0005230009954795,[]
medicationReference.reference,contextControlCode,0.957493451031988,[]
snapshot.element.binding.strength,@value,1.002805913290926,[]
snapshot.element.isModifier,type,1.0028446291298816,[]
address.city,institutionSpecified,0.9891601324403888,"['ClinicalDocument.recordTarget.patientRole.patient.guardian.addr.city.@value', 'ClinicalDocument.component.structuredBody.component.section.entry.encounter.performer.assignedEntity.addr.city.@value', 'ClinicalDocument.recordTarget.patientRole.addr.city.@value', 'ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.performer.assignedEntity.addr.city.@value', 'ClinicalDocument.custodian.assignedCustodian.representedCustodianOrganization.addr.city.@value']"
contained.status,institutionSpecified,0.936687183328527,[]
concept.property.code,contextControlCode,0.6371947680965995,[]
class.display,classCode,0.5307091732546596,[]
location.location.reference,displayName,0.9728904249532764,[]
compose.exclude.valueSet,@value,0.8313167303856224,[]
component.dataAbsentReason.coding.display,displayName,0.8914653192641908,[]
definition.page.page.nameUrl,displayName,0.8172968908484199,[]
entry.resource.medicationReference.reference,contextControlCode,0.9830495896948592,[]
entry.resource.identifier.value,@value,0.7657013975264502,"['ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.encounter.performer.assignedEntity.id.extension', 'ClinicalDocument.component.structuredBody.component.section.entry.encounter.participant.participantRole.id.extension', 'ClinicalDocument.component.structuredBody.component.section.entry.encounter.performer.assignedEntity.id.root', 'ClinicalDocument.component.structuredBody.component.section.entry.procedure.performer.assignedEntity.id.extension', 'ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.encounter.id.extension', 'ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.act.entryRelationship.observation.id.extension', 'ClinicalDocument.recordTarget.patientRole.id.extension', 'ClinicalDocument.component.structuredBody.component.section.entry.encounter.id.root', 'ClinicalDocument.component.structuredBody.component.section.entry.act.id.extension', 'ClinicalDocument.author.assignedAuthor.id.extension', 'ClinicalDocument.authenticator.assignedEntity.id.extension', 'ClinicalDocument.documentationOf.serviceEvent.performer.assignedEntity.id.extension', 'ClinicalDocument.component.structuredBody.component.section.entry.supply.participant.participantRole.id.root', 'ClinicalDocument.component.structuredBody.component.section.entry.act.performer.assignedEntity.id.extension', 'ClinicalDocument.componentOf.encompassingEncounter.id.extension', 'ClinicalDocument.component.structuredBody.component.section.entry.observation.entryRelationship.encounter.id.extension', 'ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.supply.author.assignedAuthor.id.root', 'ClinicalDocument.author.assignedAuthor.id.root', 'ClinicalDocument.component.structuredBody.component.section.entry.observation.id.root', 'ClinicalDocument.legalAuthenticator.assignedEntity.id.extension', 'ClinicalDocument.component.structuredBody.component.section.entry.encounter.performer.assignedEntity.id.extension', 'ClinicalDocument.component.structuredBody.component.section.entry.organizer.id.extension', 'ClinicalDocument.custodian.assignedCustodian.representedCustodianOrganization.id.extension', 'ClinicalDocument.recordTarget.patientRole.id.root', 'ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.id.root', 'ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.entryRelationship.observation.id.extension', 'ClinicalDocument.id.root', 'ClinicalDocument.custodian.assignedCustodian.representedCustodianOrganization.id.root', 'ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.supply.id.extension', 'ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.observation.id.extension', 'ClinicalDocument.component.structuredBody.component.section.entry.procedure.id.extension', 'ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.observation.id.extension', 'ClinicalDocument.recordTarget.patientRole.providerOrganization.id.root', 'ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.moodCode', 'ClinicalDocument.component.structuredBody.component.section.entry.procedure.id.root', 'ClinicalDocument.component.structuredBody.component.section.entry.act.id.root', 'ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.performer.assignedEntity.id.extension', 'ClinicalDocument.id.extension', 'ClinicalDocument.component.structuredBody.component.section.entry.encounter.id.extension', 'ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.id.root', 'ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.act.entryRelationship.observation.id.root', 'ClinicalDocument.component.structuredBody.component.section.entry.observation.id.extension', 'ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.performer.assignedEntity.representedOrganization.id.extension']"
media.link.reference,mediaType,0.6995312917352633,[]
mapping.name,displayName,0.5439016659523409,[]
snapshot.element.representation,representation,0.7109280607824368,[]
period.end,extension,0.9983390455160128,[]
copyright,contextControlCode,1.1143960536799262,[]
snapshot.element.path,@value,1.0168142551460488,[]
authored,institutionSpecified,1.0920352506578277,[]
modality.coding.system,codeSystem,0.6148960227483274,[]
context.expression,contextControlCode,0.7097039538663236,[]
telecom.system,codeSystem,0.597350490333215,[]
participant.role.coding.system,codeSystemName,0.7421975296822169,[]
dispenseRequest.expectedSupplyDuration.code,contextControlCode,0.8845593511748941,[]
snapshot.element.constraint.source,listType,0.9967724913475224,[]
valueString,@value,0.5199342293460021,"['ClinicalDocument.component.structuredBody.component.section.entry.observation.value.@value', 'ClinicalDocument.recordTarget.patientRole.patient.raceCode.displayName', 'ClinicalDocument.recordTarget.patientRole.patient.ethnicGroupCode.displayName', 'ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.value.@value']"
entry.resource.target.reference,listType,0.9584851859866006,[]
requester.reference,listType,1.028330085814111,[]
resource._searchRevInclude.extension.valueCode,codeSystemName,0.9068648752031192,[]
snapshot.element.slicing.ordered,listType,1.0392606619097555,[]
snapshot.element.patternIdentifier.system,codeSystemName,0.8104898990359156,[]
clinicalStatus.coding.code,codeSystem,0.7063223368250552,"['ClinicalDocument.component.structuredBody.component.section.entry.observation.entryRelationship.observation.value.displayName', 'ClinicalDocument.component.structuredBody.component.section.entry.procedure.entryRelationship.procedure.statusCode.code', 'ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.act.statusCode.code', 'ClinicalDocument.component.structuredBody.component.section.entry.procedure.statusCode.code', 'ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.entryRelationship.observation.value.displayName']"
questionnaire,listType,1.0985477505897387,[]
createdDateTime,institutionSpecified,1.0175811887292163,[]
_chain.extension.url,extension,0.7467716969820225,[]
entry.resource.id,ID,0.8270972128990707,[]
resource.agent.onBehalfOf.reference,contextConductionInd,1.0092906408242248,[]
resource.verificationStatus.coding.system,codeSystem,0.762883969907044,[]
entry.resource.location.reference,listType,0.955355542168098,[]
contained.managingOrganization.reference,institutionSpecified,0.9309088555708286,[]
snapshot.element.short,listType,1.0008101738695545,[]
entry.fullUrl,displayName,1.0193111545118931,[]
definition.extension.extension.url,extension,0.5507852758812813,[]
resource.code.coding.code,code,0.4556484314380362,"['ClinicalDocument.component.structuredBody.component.section.entry.observation.code.translation.code', 'ClinicalDocument.documentationOf.serviceEvent.performer.assignedEntity.code.code', 'ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.participant.participantRole.playingEntity.code.code', 'ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.consumable.manufacturedProduct.manufacturedMaterial.code.code', 'ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.observation.value.code', 'ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.consumable.manufacturedProduct.manufacturedMaterial.code.translation.code', 'ClinicalDocument.component.structuredBody.component.section.entry.observation.code.code', 'ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.observation.value.translation.code', 'ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.code.code', 'ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.participant.participantRole.playingEntity.code.translation.code', 'ClinicalDocument.component.structuredBody.component.section.entry.act.code.code', 'ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.act.entryRelationship.observation.value.code', 'ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.precondition.criterion.code.code', 'ClinicalDocument.component.structuredBody.component.section.entry.procedure.code.translation.code', 'ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.observation.value.code', 'ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.value.translation.code', 'ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.code.code', 'ClinicalDocument.component.structuredBody.component.section.entry.procedure.code.code']"
entry.resource.authoredOn,listType,1.0338756264845947,[]
valueCodeableConcept.coding.system,codeSystem,0.6389245636265126,[]
component.dataAbsentReason.coding.code,codeSystemName,0.8015085371221948,[]
component.code.coding.code,code,0.4397551545566803,[]
performer.reference,displayName,1.023026056634252,[]
performedDateTime,institutionSpecified,1.0261638588120665,[]
code.coding.display,code,0.5993193848835162,"['ClinicalDocument.component.structuredBody.component.section.entry.procedure.code.displayName', 'ClinicalDocument.recordTarget.patientRole.patient.administrativeGenderCode.displayName', 'ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.act.entryRelationship.act.entryRelationship.procedure.code.displayName', 'ClinicalDocument.documentationOf.serviceEvent.performer.assignedEntity.code.displayName', 'ClinicalDocument.component.structuredBody.component.section.entry.organizer.code.displayName', 'ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.participant.participantRole.playingEntity.code.translation.displayName', 'ClinicalDocument.component.structuredBody.component.section.entry.act.code.displayName', 'ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.value.translation.displayName', 'ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.observation.value.displayName', 'ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.participant.participantRole.playingEntity.code.displayName', 'ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.observation.value.translation.displayName', 'ClinicalDocument.component.structuredBody.component.section.entry.observation.code.translation.displayName', 'ClinicalDocument.component.structuredBody.component.section.entry.procedure.code.translation.displayName', 'ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.act.entryRelationship.observation.value.displayName', 'ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.observation.value.displayName', 'ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.consumable.manufacturedProduct.manufacturedMaterial.code.displayName', 'ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.participant.participantRole.playingEntity.name.@value', 'ClinicalDocument.component.structuredBody.component.section.entry.act.code.displayName', 'ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.code.displayName', 'ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.consumable.manufacturedProduct.manufacturedMaterial.code.translation.displayName', 'ClinicalDocument.component.structuredBody.component.section.entry.observation.code.displayName']"
rest.resource.extension.url,extension,0.8105551195215351,[]
contained.payloadType.coding.system,typeCode,0.7804160245661298,[]
entry.resource.telecom.system,codeSystemName,0.8128870849155816,[]
extension.valueCodeableConcept.coding.code,typeCode,0.6962412505314588,['ClinicalDocument.recordTarget.patientRole.patient.religiousAffiliationCode.code']
referenceRange.high.value,@value,0.7441247968993477,[]
telecom.extension.valueBoolean,@value,0.8311201843624103,[]
rest.resource.interaction.code,contextControlCode,0.7488424735518507,[]
entry.resource.address.text,listType,0.9875325057647828,[]
content.attachment.contentType,mediaType,0.7519753462173934,[]
differential.element.constraint.xpath,@value,1.0793436211558958,[]
extension.url,extension,0.5771630711400599,[]
name.prefix,displayName,0.5735022734902496,"['ClinicalDocument.recordTarget.patientRole.patient.name.prefix.@value', 'ClinicalDocument.recordTarget.patientRole.patient.guardian.guardianPerson.name.prefix.@value']"
item.answer.valueCoding.code,typeCode,0.7583188556543812,[]
contact.name,displayName,0.5635874414836524,[]
item.linkId,ID,0.7985003011166649,[]
clinicalStatus.coding.system,codeSystemName,0.7196113326459441,[]
relationship.coding.display,displayName,0.72204535222164,"['ClinicalDocument.component.structuredBody.component.section.entry.organizer.subject.relatedSubject.code.displayName', 'ClinicalDocument.component.structuredBody.component.section.entry.organizer.subject.relatedSubject.code.translation.displayName']"
referenceRange.high.unit,unit,0.8128695781700684,[]
name.use,displayName,0.4407375431043701,[]
kind,type,0.8200916422858368,[]
parameter.binding.strength,@value,0.970021697942553,[]
contact.telecom.system,codeSystemName,0.7522398632311542,[]
item.item.answer.valueString,@value,0.8106191730119837,[]
referenceRange.type.coding.code,typeCode,0.5458395417656299,[]
valueQuantity.code,@value,0.6346747036588025,"['ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.observation.value.value', 'ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.value.unit']"
experimental,use,1.0149165327351908,[]
differential.element.mustSupport,@value,1.0168158403583083,[]
differential.element.comment,@value,1.0038190605978925,[]
dependsOn.uri,negationInd,1.033226940721735,[]
valueSet,@value,0.5185640958340726,[]
rest.security.description,contextControlCode,0.9823344915178692,[]
entry.resource.telecom.value,@value,0.8333384022456521,"['ClinicalDocument.custodian.assignedCustodian.representedCustodianOrganization.telecom.value', 'ClinicalDocument.component.structuredBody.component.section.entry.procedure.performer.assignedEntity.telecom.value']"
dependsOn.packageId,ID,0.9842111940322597,[]
differential.element.slicing.rules,typeCode,1.011348400274635,[]
definition.resource.name,codeSystemName,0.6752951417145454,[]
dispenseRequest.quantity.code,contextControlCode,0.8060660391820892,[]
compose.include.concept.code,codeSystemName,0.7769801266536389,[]
snapshot.element.min,listType,1.0670565235545433,[]
dispenseRequest.expectedSupplyDuration.value,@value,0.8882508907279563,[]
participant.role.coding.display,displayName,0.8197836496750788,[]
snapshot.element.binding.valueSet,@value,0.8261888692749614,[]
snapshot.element.example.valueCode,typeCode,0.8092074914844117,[]
element.type.extension.valueString,type,0.7756951749848574,[]
snapshot.element.example.label,listType,1.0033335983436398,[]
hasMember.reference,institutionSpecified,0.993843993986863,[]
timing.repeat.boundsPeriod.start,use,1.0632938432355612,[]
xpath,width,1.208249576187021,[]
property.description,displayName,0.9551204527014652,[]
element.constraint.extension.url,extension,0.777555243766031,[]
gender,type,1.0285232327237015,[]
chain,unit,1.0534619723296332,[]
identifier.use,use,0.5548528492765459,[]
resource.payloadType.coding.system,typeCode,0.756630871912094,[]
media.link.display,mediaType,0.6948541177845952,[]
presentedForm.contentType,listType,0.749818928516276,[]
modality.coding.display,displayName,0.746448542312149,[]
component.valueQuantity.unit,@value,0.7254865480892366,[]
occurrenceDateTime,listType,1.020740189223193,[]
deviceName.name,displayName,0.5113132749018542,[]
_comparator.extension.url,extension,0.7772140995215837,[]
recordedDate,displayName,1.0139680548297714,[]
encounter.reference,displayName,0.9809271081129336,[]
compose.include.filter.value,@value,0.8545556538025844,[]
differential.element.constraint.human,type,1.0032375159146127,[]
expression,representation,0.9265130694342976,[]
referenceRange.type.coding.display,typeCode,0.7536206268533798,[]
resource._searchRevInclude.extension.url,extension,0.9329865973399286,[]
agent.type.coding.display,typeCode,0.7149585526169054,[]
type._targetProfile.extension.valueBoolean,type,0.825259938907152,[]
name.period.start,codeSystemName,0.728669119777737,[]
property.uri,@value,1.02338063326643,[]
snapshot.element.base.max,@value,1.0151474977230972,[]
concept.display,displayName,0.4896536950814268,[]
subject.reference,listType,0.9672456189631784,[]
snapshot.element.extension.valueCode,typeCode,0.8112811064880412,[]
contained.address,institutionSpecified,0.95129328132102,[]
snapshot.element.definition,listType,0.9830153215976464,[]
rest.interaction.extension.valueCode,contextControlCode,0.8112652053737306,[]
entry.resource.location.display,displayName,0.7410673529531885,[]
valueQuantity.system,@value,0.6569772901499579,[]
device.display,displayName,0.5410668794997562,[]
parameter.use,use,0.5482144978834951,[]
resource.qualification.identifier.use,use,0.7989470438473796,[]
differential.element.binding.description,type,1.0022967001989345,[]
resource.clinicalStatus.coding.display,displayName,0.8598754879385858,"['ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.act.entryRelationship.observation.entryRelationship.observation.value.displayName', 'ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.entryRelationship.observation.value.displayName']"
rest.resource.searchParam.type,listType,0.8237844730766799,[]
rest.resource.searchParam.name,displayName,0.8463602787971961,[]
snapshot.element.slicing.rules,contextControlCode,1.0197694595600175,[]
_patchFormat.extension.url,extension,0.8278449050621423,[]
concept.extension.valueCoding.system,codeSystem,0.7457674169762047,[]
content.contentType,mediaType,0.6523572943499103,[]
content.attachment.url,contextControlCode,1.0482366576767213,[]
valueCodeableConcept.text,contextControlCode,0.7991680820768454,[]
resource.clinicalStatus.coding.system,codeSystem,0.7761415161281944,[]
type.coding.code,typeCode,0.2955593959333989,"['ClinicalDocument.code.code', 'ClinicalDocument.component.structuredBody.component.section.entry.encounter.code.translation.code', 'ClinicalDocument.documentationOf.serviceEvent.code.code', 'ClinicalDocument.component.structuredBody.component.section.entry.encounter.code.code']"
reportedBoolean,negationInd,1.0284450534591352,[]
resource.specialty.coding.display,displayName,0.814990666007668,[]
managingOrganization.reference,assigningAuthorityName,0.9417547586610128,[]
meta.extension.valueMarkdown,@value,0.7715634891114641,[]
subject.display,displayName,0.5192384730196885,[]
link.url,href,0.983247228881738,[]
differential.element.type.code,typeCode,0.518594038579661,[]
description.coding.system,codeSystemName,0.5334277098674537,[]
differential.element.id,ID,0.8580806302403949,[]
resource.payloadType.coding.code,typeCode,0.5616845833810227,[]
qualification.identifier.assigner.display,displayName,0.7749017445982358,[]
compose.include.filter.op,listType,1.0695995686344777,[]
position.latitude,@value,1.0420928147291453,[]
definition.parameter.value,@value,0.638824735341354,[]
entry.resource.name.family,displayName,0.7899438611904049,"['ClinicalDocument.author.assignedAuthor.assignedPerson.name.family.@value', 'ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.performer.assignedEntity.assignedPerson.name.family.@value', 'ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.encounter.performer.assignedEntity.assignedPerson.name.family.@value', 'ClinicalDocument.documentationOf.serviceEvent.performer.assignedEntity.assignedPerson.name.family.@value', 'ClinicalDocument.recordTarget.patientRole.patient.name.family.@value']"
entry.resource.identifier.system,codeSystemName,0.7518120224705744,['ClinicalDocument.component.structuredBody.component.section.entry.encounter.id.root']
address.period.start,listType,1.0379762673066888,[]
note.text,displayName,1.0112793450358193,[]
link.relation,listType,0.9708291141128268,[]
extension.extension.url,extension,0.3847749959846592,[]
period.start,listType,1.0504654404572635,[]
managingOrganization.display,displayName,0.7323733880077704,['ClinicalDocument.recordTarget.patientRole.providerOrganization.name.@value']
entry.resource.meta.versionId,codeSystemVersion,0.8534805665908859,[]
entry.resource.subject.display,displayName,0.7711939991660045,[]
parameter.type,type,0.4714108453768147,[]
rest.resource.operation.documentation,contextControlCode,0.9824311504637538,[]
valueQuantity.unit,@value,0.64826608986519,"['ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.value.unit', 'ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.observation.value.value']"
differential.element.mapping.identity,type,1.007802182931643,[]
valueCodeableConcept.coding.extension.valueDecimal,@value,0.795439206211167,[]
item.item.answer.valueInteger,@value,0.7976615113946545,[]
snapshot.element.extension.valueString,@value,0.8135577303787128,[]
element.binding.extension.valueCanonical,@value,0.8221132023265332,[]
patchFormat,styleCode,0.9156490174291718,[]
lotNumber,@value,1.0099498067359507,['ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.consumable.manufacturedProduct.manufacturedMaterial.lotNumberText.@value']
element.type.extension.valueBoolean,type,0.7747115368031606,[]
entry.resource.address.postalCode,codeSystemName,0.7933285873164763,"['ClinicalDocument.component.structuredBody.component.section.entry.encounter.performer.assignedEntity.addr.postalCode.@value', 'ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.performer.assignedEntity.addr.postalCode.@value', 'ClinicalDocument.recordTarget.patientRole.addr.postalCode.@value', 'ClinicalDocument.documentationOf.serviceEvent.performer.assignedEntity.addr.postalCode.@value']"
resource._supportedProfile.extension.url,extension,0.8635968674897635,[]
author.reference,assigningAuthorityName,1.00590608671822,[]
differential.element.max,@value,0.9984234374608312,[]
caseSensitive,use,1.0253762924864065,[]
medicationCodeableConcept.coding.system,codeSystem,0.650018936192472,[]
result.reference,displayName,0.9820158969559976,[]
rest.resource.type,listType,0.675989250300346,[]
entry.resource.organization.display,displayName,0.7722290737726035,['ClinicalDocument.component.structuredBody.component.section.entry.procedure.performer.assignedEntity.representedOrganization.name.@value']
resource.code.coding.display,typeCode,0.6721183824969479,"['ClinicalDocument.component.structuredBody.component.section.entry.procedure.code.displayName', 'ClinicalDocument.recordTarget.patientRole.patient.administrativeGenderCode.displayName', 'ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.act.entryRelationship.act.entryRelationship.procedure.code.displayName', 'ClinicalDocument.documentationOf.serviceEvent.performer.assignedEntity.code.displayName', 'ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.participant.participantRole.playingEntity.code.translation.displayName', 'ClinicalDocument.component.structuredBody.component.section.entry.act.code.displayName', 'ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.value.translation.displayName', 'ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.observation.value.displayName', 'ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.participant.participantRole.playingEntity.code.displayName', 'ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.observation.value.translation.displayName', 'ClinicalDocument.component.structuredBody.component.section.entry.observation.code.translation.displayName', 'ClinicalDocument.component.structuredBody.component.section.entry.procedure.code.translation.displayName', 'ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.act.entryRelationship.observation.value.displayName', 'ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.observation.value.displayName', 'ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.consumable.manufacturedProduct.manufacturedMaterial.code.displayName', 'ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.participant.participantRole.playingEntity.name.@value', 'ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.code.displayName', 'ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.consumable.manufacturedProduct.manufacturedMaterial.code.translation.displayName', 'ClinicalDocument.component.structuredBody.component.section.entry.observation.code.displayName']"
differential.element.mapping.map,typeCode,1.0068106994737631,[]
concept.property.valueCode,@value,0.7321709543657838,[]
resource._supportedProfile.extension.valueCode,codeSystemName,0.8539968187392475,[]
differential.element.path,@value,0.9944088075927812,[]
meta.extension.url,extension,0.7545522321758285,[]
resource.interaction.extension.url,extension,0.806627524822427,[]
referenceRange.low.unit,unit,0.8238541469999435,[]
resource.extension.extension.valueString,extension,0.6170316506076932,"['ClinicalDocument.recordTarget.patientRole.patient.raceCode.displayName', 'ClinicalDocument.recordTarget.patientRole.patient.ethnicGroupCode.displayName']"
category.coding.code,code,0.6160747376763239,[]
manufactureDate,displayName,0.9902642306646248,[]
element.patternCodeableConcept.coding.code,typeCode,0.6712506397841086,[]
contact.telecom.value,@value,0.81407645516816,[]
address.country,institutionSpecified,0.9693440838837264,"['ClinicalDocument.custodian.assignedCustodian.representedCustodianOrganization.addr.country.@value', 'ClinicalDocument.recordTarget.patientRole.addr.country.@value']"
differential.element.short,extension,0.9967618427616076,[]
deviceName.type,codeSystemName,0.6311266339088937,[]
referenceRange.type.coding.system,typeCode,0.7407859561476019,[]
