key,match_done,dist,match_that_should_be_done
concept.code,component.procedure.code.code,0.4696752007832148,[]
snapshot.element.fixedUri,component.observation.id.extension,0.9708039927058768,[]
address.period.end,substanceAdministration.effectiveTime.period.value,0.8348397830745905,[]
entry.resource.name.suffix,informationRecipient.name.suffix.@value,0.6203192944426826,"['ClinicalDocument.component.structuredBody.component.section.entry.organizer.performer.assignedEntity.assignedPerson.name.suffix.@value', 'ClinicalDocument.documentationOf.serviceEvent.performer.assignedEntity.assignedPerson.name.suffix.@value']"
entry.resource.subject.reference,entry.observation.reference.typeCode,0.6189427289900692,[]
rest.resource.interaction.extension.url,entryRelationship.supply.id.extension,0.7698380175061889,[]
_implementationGuide.extension.url,entry.procedure.id.extension,0.750238441054723,[]
_implementationGuide.extension.valueCode,component.observation.value.codeSystem,0.5865870256530066,[]
meta.profile,content.content.content.@value,1.0150741287308114,[]
valueCodeableConcept.coding.code,code.qualifier.value.code,0.4927254085920403,"['ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.value.code', 'ClinicalDocument.recordTarget.patientRole.patient.religiousAffiliationCode.code', 'ClinicalDocument.component.structuredBody.component.section.entry.observation.value.code', 'ClinicalDocument.component.structuredBody.component.section.entry.observation.value.translation.code']"
_comparator.extension.valueCode,precondition.criterion.value.code,0.5207173448846205,[]
vaccineCode.coding.system,component.procedure.code.codeSystem,0.5355183576479067,[]
snapshot.element.slicing.description,component.observation.value.displayName,0.947741206405,[]
differential.element.min,component.observation.text.@value,0.99436484780253,[]
encounter.display,entry.encounter.code.displayName,0.6573025492950543,[]
item.item.linkId,list.item.content.ID,0.4807253823249729,[]
participant.member.display,participant.participantRole.code.displayName,0.5412433949465435,[]
multipleOr,associatedPerson.name.given.@value,1.0449212113287445,[]
definition.page.page.page.nameUrl,component.section.code.displayName,0.8376016191636906,[]
concept.extension.valueCoding.code,code.qualifier.value.codeSystem,0.5542136534974548,[]
property.code,code.qualifier.value.code,0.5074195695013074,[]
category.coding.system,component.section.code.codeSystem,0.6916880630213679,[]
publisher,author.assignedAuthor.telecom.use,0.9980449988176008,[]
verificationStatus.coding.system,component.observation.statusCode.code,0.703653027540438,[]
definition.resource.extension.url,component.section.id.extension,0.7325923990071755,[]
title,component.section.title.@value,0.8226560056403848,"['ClinicalDocument.title.@value', 'ClinicalDocument.component.structuredBody.component.section.entry.organizer.code.displayName']"
entry.resource.payloadMimeType,entryRelationship.act.code.type,0.626849525475177,[]
entry.resource.text.div,entry.act.text.@value,0.5624225172209841,[]
extension.valueCodeableConcept.text,encounter.code.originalText.@value,0.502632160624158,[]
entry.resource.address.line,entry.encounter.text.@value,0.7253132489184924,"['ClinicalDocument.custodian.assignedCustodian.representedCustodianOrganization.addr.streetAddressLine.@value', 'ClinicalDocument.recordTarget.patientRole.providerOrganization.addr.streetAddressLine.@value', 'ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.performer.assignedEntity.addr.streetAddressLine.@value', 'ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.performer.assignedEntity.representedOrganization.addr.streetAddressLine.@value', 'ClinicalDocument.component.structuredBody.component.section.entry.encounter.performer.assignedEntity.addr.streetAddressLine.@value', 'ClinicalDocument.legalAuthenticator.assignedEntity.addr.streetAddressLine.@value', 'ClinicalDocument.documentationOf.serviceEvent.performer.assignedEntity.addr.streetAddressLine.@value', 'ClinicalDocument.recordTarget.patientRole.addr.streetAddressLine.@value', 'ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.encounter.performer.assignedEntity.addr.streetAddressLine.@value']"
item.answer.valueCoding.system,component.observation.value.codeSystem,0.5363870797774573,[]
content.url,content.content.content.ID,0.5341190348729086,[]
contained.payloadMimeType,entry.act.code.type,0.7929648145087086,[]
manufacturer,manufacturedProduct.manufacturerOrganization.name.@value,0.8611032642561793,['ClinicalDocument.author.assignedAuthor.assignedAuthoringDevice.manufacturerModelName.@value']
modelNumber,ClinicalDocument.versionNumber.value,0.8137780814850185,[]
description.text,text.paragraph.caption.@value,0.698341419962696,[]
entry.resource.meta.lastUpdated,entry.supply.effectiveTime.type,0.7885382791836798,[]
