key,match_done,dist,match_that_should_be_done
rest.resource.searchParam.documentation,listType,2.0868049,[]
compose.include.filter.property,listType,1.6475263,[]
snapshot.element.slicing.ordered,listType,1.7650213,[]
extension.valueCodeableConcept.text,codeSystemName,2.4701025,[]
effectiveDateTime,displayName,1.8983046,[]
copyright,representation,0.75885844,[]
definition.page.page.page.page.nameUrl,codeSystemName,4.6770687,[]
total,representation,0.9025345,[]
snapshot.element.contentReference,listType,1.6336432,[]
relationship.coding.display,displayName,1.197893,"['ClinicalDocument.component.structuredBody.component.section.entry.organizer.subject.relatedSubject.code.displayName', 'ClinicalDocument.component.structuredBody.component.section.entry.organizer.subject.relatedSubject.code.translation.displayName']"
entry.resource.verificationStatus.coding.code,codeSystemName,2.1622906,[]
valueSet,@value,1.2705219,[]
context.period.start,contextConductionInd,1.57932,[]
snapshot.element.patternCoding.system,codeSystemVersion,1.7862301,[]
address.period.start,institutionSpecified,1.6070806,[]
rest.resource.extension.valueCode,contextControlCode,1.9256094,[]
item.item.item.linkId,codeSystemName,4.019544,[]
compose.exclude.valueSet,listType,2.1160994,[]
differential.element.condition,type,1.1955311,[]
concept.definition,institutionSpecified,1.0567646,[]
status,representation,0.8303488,"['ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.entryRelationship.observation.value.displayName', 'ClinicalDocument.component.structuredBody.component.section.entry.procedure.entryRelationship.procedure.statusCode.code', 'ClinicalDocument.component.structuredBody.component.section.entry.observation.entryRelationship.observation.value.displayName', 'ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.entryRelationship.observation.entryRelationship.observation.statusCode.code', 'ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.observation.statusCode.code', 'ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.act.statusCode.code', 'ClinicalDocument.component.structuredBody.component.section.entry.observation.entryRelationship.observation.statusCode.code', 'ClinicalDocument.authorization.consent.statusCode.code', 'ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.supply.entryRelationship.act.statusCode.code', 'ClinicalDocument.component.structuredBody.component.section.entry.procedure.statusCode.code', 'ClinicalDocument.component.structuredBody.component.section.entry.observation.statusCode.code']"
definition.page.page.page.nameUrl,codeSystemName,3.7233946,[]
parameter.name,displayName,0.79040474,[]
meta.extension.valueString,nullFlavor,2.0047486,[]
differential.element.patternCodeableConcept.coding.system,codeSystemName,3.1718328,[]
compose.include.system,use,1.3699324,[]
rest.resource.interaction.extension.valueCode,contextControlCode,2.1970365,[]
extension.url,extension,1.5081215,[]
modelNumber,type,1.1090899,[]
entry.resource.status,listType,1.5009092,"['ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.entryRelationship.observation.value.displayName', 'ClinicalDocument.component.structuredBody.component.section.entry.procedure.entryRelationship.procedure.statusCode.code', 'ClinicalDocument.component.structuredBody.component.section.entry.observation.entryRelationship.observation.value.displayName', 'ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.entryRelationship.observation.entryRelationship.observation.statusCode.code', 'ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.observation.statusCode.code', 'ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.act.statusCode.code', 'ClinicalDocument.component.structuredBody.component.section.entry.observation.entryRelationship.observation.statusCode.code', 'ClinicalDocument.authorization.consent.statusCode.code', 'ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.supply.entryRelationship.act.statusCode.code', 'ClinicalDocument.component.structuredBody.component.section.entry.procedure.statusCode.code', 'ClinicalDocument.component.structuredBody.component.section.entry.observation.statusCode.code']"
entry.resource.telecom.system,codeSystem,1.7720517,[]
entry.resource.practitioner.reference,listType,1.5587054,[]
_multipleOr.extension.valueCode,codeSystemName,2.0300968,[]
item.item.item.answer.valueCoding.system,codeSystemName,4.105833,[]
entry.resource.requester.display,displayName,1.5454432,[]
identifier.value,@value,0.6714124,"['ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.encounter.performer.assignedEntity.id.extension', 'ClinicalDocument.component.structuredBody.component.section.entry.encounter.participant.participantRole.id.extension', 'ClinicalDocument.component.structuredBody.component.section.entry.encounter.performer.assignedEntity.id.root', 'ClinicalDocument.component.structuredBody.component.section.entry.procedure.performer.assignedEntity.id.extension', 'ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.encounter.id.extension', 'ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.act.entryRelationship.observation.id.extension', 'ClinicalDocument.recordTarget.patientRole.id.extension', 'ClinicalDocument.component.structuredBody.component.section.entry.encounter.id.root', 'ClinicalDocument.component.structuredBody.component.section.entry.act.id.extension', 'ClinicalDocument.author.assignedAuthor.id.extension', 'ClinicalDocument.authenticator.assignedEntity.id.extension', 'ClinicalDocument.documentationOf.serviceEvent.performer.assignedEntity.id.extension', 'ClinicalDocument.component.structuredBody.component.section.entry.supply.participant.participantRole.id.root', 'ClinicalDocument.component.structuredBody.component.section.entry.act.performer.assignedEntity.id.extension', 'ClinicalDocument.componentOf.encompassingEncounter.id.extension', 'ClinicalDocument.component.structuredBody.component.section.entry.observation.entryRelationship.encounter.id.extension', 'ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.supply.author.assignedAuthor.id.root', 'ClinicalDocument.author.assignedAuthor.id.root', 'ClinicalDocument.component.structuredBody.component.section.entry.observation.id.root', 'ClinicalDocument.legalAuthenticator.assignedEntity.id.extension', 'ClinicalDocument.component.structuredBody.component.section.entry.encounter.performer.assignedEntity.id.extension', 'ClinicalDocument.component.structuredBody.component.section.entry.organizer.id.extension', 'ClinicalDocument.custodian.assignedCustodian.representedCustodianOrganization.id.extension', 'ClinicalDocument.recordTarget.patientRole.id.root', 'ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.id.root', 'ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.entryRelationship.observation.id.extension', 'ClinicalDocument.id.root', 'ClinicalDocument.custodian.assignedCustodian.representedCustodianOrganization.id.root', 'ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.supply.id.extension', 'ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.observation.id.extension', 'ClinicalDocument.component.structuredBody.component.section.entry.procedure.id.extension', 'ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.observation.id.extension', 'ClinicalDocument.recordTarget.patientRole.providerOrganization.id.root', 'ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.moodCode', 'ClinicalDocument.component.structuredBody.component.section.entry.procedure.id.root', 'ClinicalDocument.component.structuredBody.component.section.entry.act.id.root', 'ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.performer.assignedEntity.id.extension', 'ClinicalDocument.id.extension', 'ClinicalDocument.component.structuredBody.component.section.entry.encounter.id.extension', 'ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.id.root', 'ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.act.entryRelationship.observation.id.root', 'ClinicalDocument.component.structuredBody.component.section.entry.observation.id.extension', 'ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.performer.assignedEntity.representedOrganization.id.extension']"
verificationStatus.coding.display,contextControlCode,1.46606,[]
valueBoolean,@value,1.0116321,[]
performedPeriod.start,institutionSpecified,1.534596,[]
target.dueDate,displayName,2.1171196,[]
parameter.type,type,0.7066621,[]
base,representation,0.9696911,[]
modality.coding.display,displayName,1.412455,[]
differential.element.requirements,@value,1.174925,[]
component.code.text,codeSystemVersion,1.1671546,[]
snapshot.element.slicing.description,listType,1.6803554,[]
medicationReference.display,displayName,0.9846195,['ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.consumable.manufacturedProduct.manufacturedMaterial.code.displayName']
entry.resource.qualification.issuer.display,listType,2.0199826,[]
type.coding.system,typeCode,1.0021825,[]
_implementationGuide.extension.url,contextControlCode,2.025678,[]
definition.page.page.generation,listType,2.0208213,[]
questionnaire,representation,0.6422533,[]
entry.fullUrl,displayName,1.9785994,[]
_patchFormat.extension.url,codeSystemVersion,2.2095332,[]
entry.resource.qualification.code.coding.system,codeSystemName,1.9716593,[]
snapshot.element.isSummary,listType,1.5096247,[]
reaction.severity,type,1.1571997,['ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.entryRelationship.observation.entryRelationship.observation.value.displayName']
recordedDate,institutionSpecified,1.2858605,[]
property.code,code,0.7231156,[]
item.item.item.answer.valueCoding.display,codeSystemName,4.2634187,[]
instance,representation,0.57153577,[]
presentedForm.data,displayName,1.6262751,[]
snapshot.element.definition,institutionSpecified,1.3810587,[]
performer.reference,institutionSpecified,0.93247074,[]
extension.valueCodeableConcept.coding.display,codeSystemName,2.8874884,['ClinicalDocument.recordTarget.patientRole.patient.religiousAffiliationCode.displayName']
class.code,classCode,0.0,['ClinicalDocument.component.structuredBody.component.section.entry.encounter.code.translation.code']
content.format.display,displayName,1.2829994,[]
parameter.use,use,0.7066621,[]
requester.display,displayName,1.040343,[]
rest.resource.searchParam.definition,listType,2.1071103,[]
caseSensitive,institutionSpecified,1.1587913,[]
snapshot.element.binding.extension.valueString,contextControlCode,2.502041,[]
definition.page.title,displayName,1.3852324,[]
extension.extension.valueCoding.display,contextControlCode,1.9397997,"['ClinicalDocument.recordTarget.patientRole.patient.ethnicGroupCode.displayName', 'ClinicalDocument.recordTarget.patientRole.patient.raceCode.displayName']"
parameter.binding.strength,@value,1.345773,[]
active,inclusive,0.7912088,[]
hospitalization.dischargeDisposition.coding.system,codeSystem,1.6291955,[]
code.coding.code,codeSystemVersion,1.6609325,"['ClinicalDocument.component.structuredBody.component.section.entry.observation.code.translation.code', 'ClinicalDocument.documentationOf.serviceEvent.performer.assignedEntity.code.code', 'ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.participant.participantRole.playingEntity.code.code', 'ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.consumable.manufacturedProduct.manufacturedMaterial.code.code', 'ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.observation.value.code', 'ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.consumable.manufacturedProduct.manufacturedMaterial.code.translation.code', 'ClinicalDocument.component.structuredBody.component.section.entry.observation.code.code', 'ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.observation.value.translation.code', 'ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.code.code', 'ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.participant.participantRole.playingEntity.code.translation.code', 'ClinicalDocument.component.structuredBody.component.section.entry.act.code.code', 'ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.act.entryRelationship.observation.value.code', 'ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.precondition.criterion.code.code', 'ClinicalDocument.component.structuredBody.component.section.entry.procedure.code.translation.code', 'ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.observation.value.code', 'ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.value.translation.code', 'ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.code.code', 'ClinicalDocument.component.structuredBody.component.section.entry.procedure.code.code']"
type.coding.code,typeCode,0.92516696,"['ClinicalDocument.code.code', 'ClinicalDocument.component.structuredBody.component.section.entry.encounter.code.translation.code', 'ClinicalDocument.documentationOf.serviceEvent.code.code', 'ClinicalDocument.component.structuredBody.component.section.entry.encounter.code.code']"
code.coding.system,codeSystem,0.92516696,[]
snapshot.element.patternIdentifier.system,codeSystemName,1.7863369,[]
name.use,displayName,0.95271516,[]
entry.resource.identifier.use,displayName,1.821332,[]
entry.resource.gender,listType,1.5439234,[]
item.item.item.answer.valueCoding.code,codeSystemName,4.287033,[]
extension.valueCode,typeCode,1.1634429,[]
snapshot.element.example.valuePeriod.start,contextControlCode,2.5463052,[]
modality.coding.code,codeSystem,1.2316191,[]
rest.interaction.code,contextControlCode,1.0634778,[]
mapping.identity,representation,1.1752883,[]
entry.resource.onsetDateTime,contextConductionInd,2.8061104,[]
snapshot.element.mapping.map,contextControlCode,2.2509017,[]
snapshot.element.extension.valueString,contextControlCode,2.1437223,[]
serialNumber,type,1.294993,[]
referenceRange.high.unit,listType,2.2251577,[]
rest.resource.searchParam.type,listType,2.2013645,[]
snapshot.element.alias,displayName,1.3749703,[]
dependsOn.packageId,contextControlCode,2.5659568,[]
snapshot.element.type.extension.valueUrl,codeSystemName,2.8713326,[]
identifier.system,institutionSpecified,0.97045064,['ClinicalDocument.component.structuredBody.component.section.entry.encounter.id.root']
snapshot.element.base.min,contextControlCode,2.3082473,[]
entry.resource.connectionType.system,codeSystemName,1.9008869,[]
snapshot.element.slicing.discriminator.type,codeSystemName,3.2479708,[]
differential.element.constraint.xpath,nullFlavor,3.3489919,[]
contained.id,code,1.781082,[]
component.valueQuantity.unit,unit,2.0088656,[]
entry.resource.reaction.manifestation.coding.code,codeSystemName,1.9802899,"['ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.precondition.criterion.value.code', 'ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.precondition.criterion.value.code']"
category.text,institutionSpecified,1.2614591,[]
address.state,institutionSpecified,1.0183946,"['ClinicalDocument.recordTarget.patientRole.patient.guardian.addr.state.@value', 'ClinicalDocument.custodian.assignedCustodian.representedCustodianOrganization.addr.state.@value', 'ClinicalDocument.recordTarget.patientRole.addr.state.@value']"
performer.display,displayName,1.0338652,[]
primarySource,institutionSpecified,1.147671,[]
definition.extension.extension.url,displayName,2.0132573,[]
meta.extension.valueMarkdown,contextControlCode,2.0214927,[]
referenceRange.low.value,listType,2.4342742,[]
patient.reference,institutionSpecified,0.97758394,[]
criticality,representation,0.6695987,[]
differential.element.mapping.identity,contextControlCode,1.7262253,[]
identifier.type.coding.code,typeCode,1.368919,[]
snapshot.element.example.valueUrl,contextControlCode,2.4755473,[]
dispenseRequest.quantity.code,contextControlCode,1.446923,[]
subject.reference,institutionSpecified,0.8788764,[]
xpathUsage,width,2.9811642,[]
snapshot.element.binding.description,listType,1.6502762,[]
entry.resource.name.given,assigningAuthorityName,1.6381863,"['ClinicalDocument.recordTarget.patientRole.patient.name.given.@value', 'ClinicalDocument.recordTarget.patientRole.patient.maritalStatusCode.code', 'ClinicalDocument.component.structuredBody.component.section.entry.encounter.performer.assignedEntity.assignedPerson.name.given.@value', 'ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.encounter.performer.assignedEntity.assignedPerson.name.given.@value', 'ClinicalDocument.documentationOf.serviceEvent.performer.assignedEntity.assignedPerson.name.given.@value', 'ClinicalDocument.author.assignedAuthor.assignedPerson.name.given.@value', 'ClinicalDocument.recordTarget.patientRole.patient.name.use', 'ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.performer.assignedEntity.assignedPerson.name.given.@value', 'ClinicalDocument.component.structuredBody.component.section.text.table.thead.tr.th.colspan']"
entry.resource.payloadMimeType,listType,2.3472319,[]
derivedFrom.reference,institutionSpecified,1.5241114,[]
entry.resource.agent.type.coding.code,codeSystemName,2.449598,[]
implementationGuide,alignment,1.1935495,[]
_chain.extension.url,displayName,1.9782519,[]
snapshot.element.example.valuePeriod.end,contextControlCode,2.8018506,[]
managingOrganization.reference,institutionSpecified,1.0741284,[]
snapshot.element.constraint.severity,contextControlCode,1.6844921,[]
context.period.end,contextConductionInd,1.6878502,[]
snapshot.element.type.extension.valueBoolean,typeCode,2.6732833,[]
item.item.item.answer.valueDecimal,codeSystemName,4.0684366,[]
definition.parameter.code,typeCode,0.9320247,[]
telecom.use,use,0.9643921,[]
encounter.reference,representation,0.8984088,[]
definition.extension.url,displayName,1.6610146,[]
differential.element.binding.extension.url,contextControlCode,2.275168,[]
entry.resource.patient.reference,listType,1.6416208,[]
concept.code,codeSystem,0.7003214,[]
content.attachment.url,displayName,1.7624435,[]
differential.element.slicing.discriminator.type,typeCode,3.2185369,[]
entry.resource.identifier.system,codeSystemName,1.6054103,['ClinicalDocument.component.structuredBody.component.section.entry.encounter.id.root']
rest.resource.documentation,institutionSpecified,1.4003448,[]
component.valueQuantity.code,contextControlCode,1.5531871,[]
differential.element.type._targetProfile.extension.url,codeSystemName,3.1339173,[]
differential.element.definition,type,1.2318592,[]
clinicalStatus.coding.system,codeSystem,1.619012,[]
entry.resource.birthDate,assigningAuthorityName,2.2580447,[]
entry.resource.reaction.manifestation.coding.display,contextControlCode,2.1089356,"['ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.precondition.criterion.value.displayName', 'ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.precondition.criterion.value.displayName']"
rest.resource.extension.extension.url,contextControlCode,2.4644651,[]
rest.resource.extension.extension.valueCode,contextControlCode,2.4103785,[]
presentedForm.contentType,listType,1.6024641,[]
address.postalCode,codeSystemName,1.4055946,"['ClinicalDocument.component.structuredBody.component.section.entry.encounter.performer.assignedEntity.addr.postalCode.@value', 'ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.performer.assignedEntity.addr.postalCode.@value', 'ClinicalDocument.recordTarget.patientRole.addr.postalCode.@value', 'ClinicalDocument.recordTarget.patientRole.patient.guardian.addr.postalCode.@value', 'ClinicalDocument.documentationOf.serviceEvent.performer.assignedEntity.addr.postalCode.@value']"
