key,match,dist
criticality,representation,0.6695987
prefix,qualifier,0.9094934
expression,representation,0.51369166
valueUrl,value,1.5081215
short,extension,0.81574726
orderMeaning,institutionSpecified,1.0607743
category,representation,0.71407646
lifecycleStatus,value,1.2845554
requirements,representation,0.5873222
value,value,0.0
referencePolicy,institutionSpecified,1.0272118
abstract,representation,0.66292745
searchRevInclude,displayName,2.0512667
display,representation,0.69402295
map,alignment,1.3256943
valueCanonical,value,0.7579349
text,representation,0.9425954
valueDateTime,displayName,1.9082792
chain,representation,1.0204847
linkId,displayName,2.012924
mustSupport,use,1.3179616
human,representation,0.9035997
onsetDateTime,displayName,2.2540426
valueSet,value,1.2705219
onset,extension,1.0559145
fixedUri,institutionSpecified,1.5596783
reference,representation,0.56097406
experimental,representation,0.6074182
manufactureDate,institutionSpecified,1.2247608
system,representation,0.71842605
isModifierReason,qualifier,0.9915673
exampleCanonical,institutionSpecified,0.9890639
isSummary,representation,0.7497768
code,code,0.0
gender,representation,0.9251112
baseDefinition,institutionSpecified,1.2229508
createdDateTime,displayName,1.7759894
representation,representation,0.0
strength,representation,0.7212167
comment,representation,0.7217877
total,representation,0.9025345
postalCode,codeSystem,1.0293874
name,displayName,0.8006939
deviceIdentifier,type,1.0834223
derivation,representation,0.5810863
occurrenceDateTime,displayName,1.8429282
fixedCode,determinerCode,0.9819426
resourceType,type,0.727432
documentation,representation,0.50574374
source,representation,0.75022155
active,inclusive,0.7912088
format,representation,0.8394626
end,extension,1.0898713
nameUrl,displayName,1.410645
multipleOr,institutionSpecified,1.2750638
patchFormat,code,1.3642695
recorded,representation,0.72086555
title,qualifier,0.8857501
license,extension,0.859331
key,value,1.1477782
fhirVersion,href,2.3725739
multipleAnd,institutionSpecified,1.0428278
modelNumber,type,1.1090899
description,representation,0.50128424
valueBoolean,value,1.0116321
latitude,representation,0.84718597
use,use,0.0
packageId,code,1.773941
url,href,1.2686658
severity,representation,0.87132794
version,representation,0.7227552
lotNumber,value,1.5813848
date,institutionSpecified,1.0214344
country,representation,0.7078864
doc_id,code,2.2642462
state,representation,0.7495668
op,operator,1.820295
identity,representation,0.69209033
manufacturer,representation,0.6425493
data,representation,0.9750588
property,representation,0.67547786
kind,type,0.8534677
label,mediaType,0.9965747
comparator,representation,0.64389247
suffix,qualifier,0.950664
fullUrl,displayName,1.6777707
min,mediaType,1.6313475
authoredOn,inversionInd,1.520109
performedDateTime,displayName,1.7881793
primarySource,institutionSpecified,1.147671
birthDate,displayName,1.6770167
instantiates,representation,0.5360803
start,extension,0.89843875
isModifier,qualifier,0.6273268
family,representation,0.8018353
hash,representation,1.2409534
expirationDate,institutionSpecified,1.42668
uri,representation,1.2805685
valueString,value,0.9117802
numberOfRepeatsAllowed,negationInd,2.2323635
payloadMimeType,typeCode,1.7815459
serialNumber,type,1.294993
meaningWhenMissing,institutionSpecified,1.5246414
longitude,representation,0.91991025
contentType,mediaType,0.5058745
div,cellpadding,1.4431235
mode,type,1.0122826
valueMarkdown,value,0.80782044
dueDate,displayName,1.8079054
path,alignment,1.0791533
valueUri,value,1.3135469
targetProfile,institutionSpecified,1.1886711
valueCode,determinerCode,0.9295532
base,representation,0.9696911
xpath,mediaType,0.76337683
recordedDate,institutionSpecified,1.2858605
count,representation,0.9122744
condition,representation,0.5759
lastUpdated,institutionSpecified,1.3314912
unit,unit,0.0
given,institutionSpecified,0.8112203
questionnaire,representation,0.6422533
effectiveDateTime,displayName,1.8983046
relation,representation,0.5581486
rules,representation,1.0159694
address,representation,0.75502855
status,representation,0.8303488
generation,representation,0.58680713
issued,representation,0.99309784
entryType,listType,0.9678341
instance,representation,0.57153577
creation,representation,0.6442903
abatementDateTime,displayName,1.8710052
versionId,code,1.7975552
exampleBoolean,type,1.1105767
authored,representation,0.8015496
max,extension,1.2936889
searchInclude,use,1.1156162
purpose,representation,0.7599792
city,representation,1.0042785
carrierHRF,href,3.5749269
sliceName,displayName,1.0938549
publisher,representation,0.7189815
ordered,representation,0.80840284
implementationGuide,alignment,1.1935495
supportedProfile,institutionSpecified,0.963715
alias,representation,1.0062057
intent,representation,0.8500386
valueDecimal,value,1.022867
contentReference,institutionSpecified,0.98070127
type,type,0.0
definition,representation,0.55617225
line,extension,0.9057371
id,mediaType,1.7160877
profile,representation,0.7339433
xpathUsage,width,2.9811642
reportedBoolean,type,1.1348261
caseSensitive,institutionSpecified,1.1587913
valueInteger,value,0.9805067
copyright,representation,0.75885844
