key,match,dist
severity,referenceRange.observationRange.value.low.value,1.083947159827628
fullUrl,text.paragraph.content.linkHtml.href,0.9769209452769619
occurrenceDateTime,ClinicalDocument.effectiveTime.type,0.8144666161048957
recordedDate,associatedEntity.associatedPerson.name.given.@value,0.9968154132884897
city,birthplace.place.addr.city.@value,0.8963331550763538
expression,content.content.content.content.@value,0.9984145921584163
nameUrl,act.code.qualifier.name.displayName,0.748320985595747
count,list.item.list.item.@value,1.0198843120090568
searchInclude,text.list.item.list.listType,1.0005294363130923
end,entry.act.effectiveTime.center.value,1.0179977598545427
value,entry.observation.value.reference.value,0.6332278054275543
valueUrl,entry.observation.value.reference.value,0.6660547985148906
searchRevInclude,text.list.item.list.listType,1.0563925561403535
birthDate,subject.relatedSubject.subject.birthTime.value,0.9087137034777923
min,text.table.colgroup.col.width,1.1674801678201239
issued,assignedAuthor.assignedPerson.name.given.@value,1.08071520468722
supportedProfile,associatedEntity.associatedPerson.name.given.@value,0.9732233928373437
mode,patientRole.patient.languageCommunication.modeCode.codeSystem,0.9306768043577972
linkId,text.list.item.content.ID,0.8447085376291571
generation,component.observation.author.time.value,1.0738355264666228
multipleOr,associatedEntity.associatedPerson.name.given.@value,1.0326209966772857
type,ClinicalDocument.title.type,0.7875440211317268
recorded,associatedEntity.associatedPerson.name.given.@value,1.02895357177231
status,section.entry.observation.statusCode.code,0.9003669295193469
publisher,organizer.author.assignedAuthor.telecom.use,0.9999626094289807
rules,procedure.entryRelationship.procedure.code.code,0.9897435922366308
abstract,content.content.content.content.@value,1.025961435918361
title,ClinicalDocument.title.type,0.824968805447182
requirements,content.content.content.content.@value,1.0224086175664153
reportedBoolean,assignedEntity.assignedPerson.name.given.@value,1.0381773888692174
comparator,component.procedure.text.reference.value,1.098205167531137
human,patient.guardian.guardianPerson.telecom.value,1.0418534839457876
given,assignedAuthor.assignedPerson.name.given.@value,0.827878650271216
valueUri,entry.observation.value.reference.value,0.7109894384044886
data,content.content.content.content.@value,0.9390869017122472
manufacturer,product.manufacturedProduct.manufacturerOrganization.name.@value,0.8711140456227652
modelNumber,ClinicalDocument.versionNumber.value,0.8137780814850185
dueDate,subject.relatedSubject.subject.birthTime.value,0.9801769162147538
format,content.content.content.content.styleCode,0.9289620405830581
property,associatedEntity.associatedPerson.name.family.@value,0.9909811871690775
line,section.component.section.code.code,0.9556193984915775
map,component.section.text.table.border,1.0037006417872127
valueMarkdown,entry.observation.value.reference.value,0.6560950833263197
valueDecimal,entry.observation.value.reference.value,0.6844568927795784
id,tbody.tr.td.content.ID,0.9131775906643315
abatementDateTime,ClinicalDocument.effectiveTime.type,0.842200511403126
creation,content.content.content.content.@value,1.026669278641336
name,act.code.qualifier.name.displayName,0.7036266257120106
isSummary,section.text.paragraph.content.@value,0.9754520590387001
suffix,assignedEntity.assignedPerson.name.suffix.qualifier,0.9279197840478517
reference,reference.externalDocument.text.reference.value,0.6383336899891435
ordered,assignedEntity.assignedPerson.name.given.@value,1.0955237419414166
packageId,ClinicalDocument.id.extension,0.8333640241753839
path,act.entryRelationship.substanceAdministration.routeCode.codeSystem,1.0338744865643317
active,entry.act.effectiveTime.low.value,1.027363628806386
isModifier,act.code.qualifier.name.code,1.034352545764386
system,organizer.component.procedure.code.codeSystem,0.8010554615087414
code,ClinicalDocument.code.code,0.5418316408011785
effectiveDateTime,ClinicalDocument.effectiveTime.type,0.6121961426500531
patchFormat,content.content.content.content.styleCode,0.9898469855190926
profile,content.content.content.content.@value,0.999172351517168
sliceName,act.code.qualifier.name.displayName,0.7392084083789309
lotNumber,consumable.manufacturedProduct.manufacturedMaterial.lotNumberText.@value,0.8590691766635341
address,healthCareFacility.location.addr.streetAddressLine.@value,0.9727833082365009
state,birthplace.place.addr.state.@value,0.9174676024604655
copyright,content.content.content.content.@value,1.025719630505685
referencePolicy,reference.externalDocument.text.reference.value,0.6783457629615098
valueDateTime,ClinicalDocument.effectiveTime.value,0.6123915133937228
orderMeaning,ClinicalDocument.inFulfillmentOf.order.moodCode,0.9077869718357993
relation,entryRelationship.observation.entryRelationship.observation.negationInd,0.9189167882028073
alias,act.code.qualifier.name.displayName,1.0319433653470316
entryType,section.entry.procedure.entryRelationship.typeCode,0.5764100538806567
authored,author.assignedAuthor.assignedAuthoringDevice.softwareName.@value,1.0305443976325062
derivation,value.translation.originalText.reference.value,1.0446216728619537
unit,organizer.component.observation.value.unit,0.8342334481779881
caseSensitive,entry.procedure.effectiveTime.low.value,0.9764243276687612
purpose,act.entryRelationship.substanceAdministration.effectiveTime.institutionSpecified,1.0302136239178155
valueString,entry.observation.value.reference.value,0.6735997714651032
hash,act.code.qualifier.value.code,1.1149431689539449
valueBoolean,entry.observation.value.reference.value,0.6846400330482096
contentReference,content.content.content.content.@value,0.48887230134888093
op,table.thead.tr.th.ID,1.178729593354497
fhirVersion,tr.td.content.content.ID,1.024998298257951
category,text.list.item.list.listType,0.9458630658585662
questionnaire,text.list.item.list.listType,1.0916781257345103
createdDateTime,subject.relatedSubject.subject.birthTime.value,0.8475779688736694
text,section.text.paragraph.content.@value,0.7479757014439626
definition,component.section.text.list.listType,0.986677865147555
contentType,content.content.content.content.styleCode,0.48588026422577124
manufactureDate,product.manufacturedProduct.manufacturedMaterial.name.@value,0.9105031767473988
max,entry.substanceAdministration.maxDoseQuantity.numerator.nullFlavor,1.0605211993747519
longitude,entry.observation.value.reference.value,1.1575535838245847
xpathUsage,tr.td.content.content.styleCode,1.0275183257666574
instantiates,act.entryRelationship.act.reference.typeCode,1.0929227050555785
meaningWhenMissing,relatedEntity.relatedPerson.name.given.@value,1.0016785617223654
description,section.text.list.caption.@value,0.9326796109939666
documentation,ClinicalDocument.documentationOf.typeCode,0.8245421419275071
performedDateTime,entry.encounter.performer.time.value,0.8152391864220941
criticality,ClinicalDocument.effectiveTime.value,0.9559675374036942
source,reference.externalDocument.text.reference.value,0.8990402222183788
comment,entry.observation.text.reference.value,0.9845029042379088
primarySource,reference.externalDocument.text.reference.value,0.9224064428186736
condition,substanceAdministration.precondition.criterion.value.type,0.9698561329428189
valueCode,act.code.qualifier.value.code,0.43566948758117424
total,referenceRange.observationRange.value.high.value,1.007699755111541
instance,act.entryRelationship.act.reference.typeCode,0.981220746320393
url,list.item.content.linkHtml.href,1.0084117675592907
lifecycleStatus,organizer.component.procedure.statusCode.code,0.9321600838003006
valueCanonical,entry.observation.value.reference.value,0.637998221362932
resourceType,ClinicalDocument.title.type,0.7653504615088025
display,ClinicalDocument.code.displayName,0.8456856977751097
implementationGuide,procedure.entryRelationship.procedure.targetSiteCode.codeSystem,0.9837737199283315
authoredOn,author.assignedAuthor.assignedAuthoringDevice.softwareName.@value,1.0111803638159598
date,subject.relatedSubject.subject.birthTime.value,1.003941279280064
serialNumber,ClinicalDocument.versionNumber.value,0.8329930666906743
family,guardian.guardianPerson.name.family.@value,0.8840081802775918
onsetDateTime,ClinicalDocument.effectiveTime.value,0.8239400601682337
kind,ClinicalDocument.legalAuthenticator.time.type,0.964631477746858
latitude,referenceRange.observationRange.value.low.value,1.1008532536047524
carrierHRF,tr.td.content.content.ID,1.1139471203042448
expirationDate,ClinicalDocument.effectiveTime.value,1.0404832771676376
representation,observation.referenceRange.observationRange.text.representation,0.9132057924475163
exampleBoolean,entry.observation.value.reference.value,1.0169904519126913
base,referenceRange.observationRange.value.high.unit,1.002234317130056
use,recordTarget.patientRole.patient.name.use,0.9064897410578008
experimental,ClinicalDocument.legalAuthenticator.time.type,1.0374893723450946
intent,content.content.content.content.@value,1.0104207569892767
lastUpdated,section.entry.act.effectiveTime.value,1.019830987515329
valueSet,entry.observation.value.reference.value,0.6276402305263618
isModifierReason,act.code.qualifier.name.code,1.0141956249250885
chain,product.manufacturedProduct.manufacturerOrganization.name.@value,1.0842843672168285
fixedUri,associatedEntity.associatedPerson.name.given.@value,1.059533975839485
numberOfRepeatsAllowed,ClinicalDocument.versionNumber.value,0.8761345038289996
deviceIdentifier,author.assignedAuthor.assignedAuthoringDevice.softwareName.@value,0.9136338966356726
key,content.content.content.content.@value,0.9993133602901475
payloadMimeType,ClinicalDocument.title.type,0.8710071741887564
onset,ClinicalDocument.effectiveTime.type,1.0947466253665115
license,ClinicalDocument.authorization.consent.code.code,1.0267565423473306
