key,match,dist
concept.code,organizer.component.observation.value.code,1.7407694
snapshot.element.fixedUri,component.observation.text.reference.value,2.0101166
address.period.end,entry.encounter.performer.time.value,1.9759814
entry.resource.name.suffix,entry.observation.value.translation.displayName,1.7218984
entry.resource.subject.reference,entry.observation.value.translation.type,1.5208317
rest.resource.interaction.extension.url,component.observation.text.reference.value,2.0019045
_implementationGuide.extension.url,ClinicalDocument.id.extension,2.0337875
_implementationGuide.extension.valueCode,organizer.component.observation.value.code,1.3259454
meta.profile,ClinicalDocument.title.@value,1.9731364
valueCodeableConcept.coding.code,act.code.qualifier.value.codeSystem,1.6292939
_comparator.extension.valueCode,organizer.component.observation.value.code,1.1578687
vaccineCode.coding.system,ClinicalDocument.code.code,1.4155829
snapshot.element.slicing.description,organizer.component.observation.text.@value,1.7788981
differential.element.min,patient.guardian.addr.country.@value,2.1082263
encounter.display,ClinicalDocument.title.@value,2.0207994
item.item.linkId,text.list.item.content.ID,1.6544106
participant.member.display,patient.guardian.addr.country.@value,1.8731039
multipleOr,patient.guardian.addr.country.@value,2.0304537
definition.page.page.page.nameUrl,section.entry.organizer.code.displayName,3.0369055
concept.extension.valueCoding.code,organizer.component.observation.value.code,1.367189
property.code,organizer.component.observation.value.code,1.7841429
category.coding.system,ClinicalDocument.title.type,1.7903452
publisher,patient.guardian.addr.country.@value,2.3002765
verificationStatus.coding.system,organizer.component.observation.value.code,1.7452798
definition.resource.extension.url,ClinicalDocument.id.extension,1.914978
title,ClinicalDocument.title.@value,1.9409754
entry.resource.payloadMimeType,entry.observation.value.translation.type,1.8467977
entry.resource.text.div,section.entry.encounter.text.@value,1.8076266
extension.valueCodeableConcept.text,encounter.code.originalText.reference.value,1.4488993
entry.resource.address.line,entry.encounter.text.reference.value,1.5303211
item.answer.valueCoding.system,organizer.component.observation.value.codeSystem,1.6151134
content.url,ClinicalDocument.title.@value,2.0334952
contained.payloadMimeType,organizer.component.observation.value.type,1.924384
manufacturer,patient.guardian.addr.country.@value,2.2835321
modelNumber,ClinicalDocument.title.@value,1.903214
description.text,ClinicalDocument.title.@value,1.8510911
entry.resource.meta.lastUpdated,entry.encounter.text.reference.value,1.8471167
snapshot.element.extension.url,component.observation.text.reference.value,1.9497784
participant.member.reference,patient.guardian.addr.country.@value,1.915704
type.coding.system,organizer.component.observation.code.type,1.4471799
position.longitude,ClinicalDocument.title.@value,2.056558
context.type,ClinicalDocument.title.type,1.5896252
mapping.uri,patient.guardian.addr.country.@value,2.0796833
dispenseRequest.numberOfRepeatsAllowed,substanceAdministration.entryRelationship.supply.repeatNumber.value,2.2959476
medicationReference.reference,ClinicalDocument.title.@value,1.7586623
snapshot.element.binding.strength,organizer.component.observation.value.type,1.7236655
snapshot.element.isModifier,ClinicalDocument.title.@value,1.7790455
address.city,birthplace.place.addr.country.@value,1.890338
contained.status,ClinicalDocument.title.@value,1.8883204
concept.property.code,organizer.component.observation.value.code,1.4561508
class.display,ClinicalDocument.title.type,1.9234967
location.location.reference,birthplace.place.addr.country.@value,1.8061881
