key,match,dist
clinicalStatus.coding.system,ClinicalDocument.code.codeSystem,0.49364218
component.code.coding.code,ClinicalDocument.component.typeCode,0.49154988
clinicalStatus.coding.code,ClinicalDocument.code.code,0.48771793
element.type.extension.url,ClinicalDocument.typeId.extension,0.46627018
clinicalStatus.coding.display,ClinicalDocument.code.displayName,0.4660654
rest.documentation,ClinicalDocument.documentationOf.typeCode,0.45584476
participant.role.coding.code,ClinicalDocument.participant.functionCode.code,0.4420261
component.code.coding.display,ClinicalDocument.componentOf.encompassingEncounter.code.displayName,0.44127983
component.valueQuantity.value,ClinicalDocument.component.structuredBody.component.section.entry.supply.quantity.value,0.43463838
entry.resource.telecom.value,ClinicalDocument.recordTarget.patientRole.telecom.value,0.4262665
participant.role.coding.system,ClinicalDocument.participant.associatedEntity.code.codeSystem,0.42524573
telecom.value,ClinicalDocument.author.assignedAuthor.telecom.value,0.4249519
effectiveDateTime,ClinicalDocument.effectiveTime.type,0.42423075
qualification.code.coding.system,ClinicalDocument.authorization.consent.code.codeSystem,0.41874045
hospitalization.dischargeDisposition.coding.system,ClinicalDocument.componentOf.encompassingEncounter.dischargeDispositionCode.codeSystem,0.41780865
hospitalization.dischargeDisposition.coding.code,ClinicalDocument.componentOf.encompassingEncounter.dischargeDispositionCode.code,0.4094927
entry.resource.telecom.use,ClinicalDocument.recordTarget.patientRole.telecom.use,0.40847662
clinicalStatus.text,ClinicalDocument.id.root,0.40652895
content.attachment.title,ClinicalDocument.title.type,0.40182132
element.binding.extension.valueCanonical,ClinicalDocument.id.extension,0.4013545
telecom.use,ClinicalDocument.author.assignedAuthor.telecom.use,0.4013141
participant.role.coding.display,ClinicalDocument.participant.associatedEntity.code.displayName,0.3944915
qualification.code.coding.code,ClinicalDocument.authorization.consent.code.code,0.390719
component.valueQuantity.unit,ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.rateQuantity.unit,0.3862297
qualification.code.coding.display,ClinicalDocument.authorization.consent.code.displayName,0.38574708
referenceRange.high.value,ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.referenceRange.observationRange.value.high.value,0.38528168
component.valueQuantity.unit,ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.doseQuantity.unit,0.38384956
element.constraint.extension.url,ClinicalDocument.authorization.consent.id.extension,0.38285
referenceRange.low.value,ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.referenceRange.observationRange.value.low.value,0.37906674
interpretation.coding.system,ClinicalDocument.component.structuredBody.component.section.entry.observation.interpretationCode.codeSystem,0.37485647
entry.resource.organization.reference,ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.text.reference.value,0.37407643
entry.resource.organization.reference,ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.referenceRange.observationRange.text.reference.value,0.37403017
entry.resource.organization.reference,component.section.entry.observation.entryRelationship.observation.entryRelationship.observation.entryRelationship.observation.value.originalText.reference.value,0.37400317
qualification.identifier.assigner.display,ClinicalDocument.dataEnterer.assignedEntity.code.displayName,0.37385815
entry.resource.organization.reference,ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.referenceRange.observationRange.moodCode,0.37204522
entry.resource.organization.reference,ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.referenceRange.observationRange.classCode,0.3707419
identifier.value,ClinicalDocument.versionNumber.value,0.36932003
referenceRange.high.unit,ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.referenceRange.observationRange.value.high.unit,0.36917827
component.dataAbsentReason.text,component.section.entry.observation.entryRelationship.observation.entryRelationship.observation.entryRelationship.observation.entryRelationship.observation.templateId.root,0.36783594
entry.resource.address.postalCode,ClinicalDocument.recordTarget.patientRole.addr.postalCode.@value,0.36734945
content.id,section.text.table.tbody.tr.td.list.item.table.tbody.tr.td.content.ID,0.36398378
entry.resource.organization.display,ClinicalDocument.component.structuredBody.component.section.entry.organizer.code.translation.displayName,0.36306587
referenceRange.low.unit,ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.referenceRange.observationRange.value.low.unit,0.36281142
interpretation.coding.code,ClinicalDocument.component.structuredBody.component.section.entry.observation.interpretationCode.code,0.36205542
entry.resource.patient.reference,ClinicalDocument.recordTarget.patientRole.patient.languageCommunication.preferenceInd.value,0.35853866
address.postalCode,ClinicalDocument.author.assignedAuthor.addr.postalCode.@value,0.35630357
entry.resource.practitioner.reference,ClinicalDocument.component.structuredBody.component.section.entry.act.text.reference.value,0.35279298
resource.qualification.identifier.value,ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.act.code.qualifier.value.code,0.35092652
entry.resource.medicationReference.reference,ClinicalDocument.component.structuredBody.component.section.entry.observation.value.reference.value,0.3506271
content.attachment.contentType,ClinicalDocument.author.time.type,0.3492939
