key,match,dist
clinicalStatus.coding.system,ClinicalDocument.code.codeSystem,0.4932609
component.code.coding.code,ClinicalDocument.component.typeCode,0.4911686
clinicalStatus.coding.code,ClinicalDocument.code.code,0.48733664
clinicalStatus.coding.display,ClinicalDocument.code.displayName,0.46568412
rest.documentation,ClinicalDocument.documentationOf.typeCode,0.45546347
participant.role.coding.code,ClinicalDocument.participant.functionCode.code,0.44164482
component.code.coding.display,ClinicalDocument.componentOf.encompassingEncounter.code.displayName,0.44089854
component.valueQuantity.value,ClinicalDocument.component.structuredBody.component.section.entry.supply.quantity.value,0.4342571
entry.resource.telecom.value,ClinicalDocument.recordTarget.patientRole.telecom.value,0.4258852
participant.role.coding.system,ClinicalDocument.participant.associatedEntity.code.codeSystem,0.42486444
telecom.value,ClinicalDocument.author.assignedAuthor.telecom.value,0.42457062
effectiveDateTime,ClinicalDocument.effectiveTime.type,0.42384946
snapshot.element.type.extension.url,ClinicalDocument.typeId.extension,0.42325422
hospitalization.dischargeDisposition.coding.system,ClinicalDocument.componentOf.encompassingEncounter.dischargeDispositionCode.codeSystem,0.41742736
hospitalization.dischargeDisposition.coding.code,ClinicalDocument.componentOf.encompassingEncounter.dischargeDispositionCode.code,0.4091114
entry.resource.telecom.use,ClinicalDocument.recordTarget.patientRole.telecom.use,0.40809533
clinicalStatus.text,ClinicalDocument.id.root,0.40614766
content.attachment.title,ClinicalDocument.title.type,0.40144002
telecom.use,ClinicalDocument.author.assignedAuthor.telecom.use,0.40093282
participant.role.coding.display,ClinicalDocument.participant.associatedEntity.code.displayName,0.3941102
component.valueQuantity.unit,ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.rateQuantity.unit,0.3858484
referenceRange.high.value,ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.referenceRange.observationRange.value.high.value,0.3849004
component.valueQuantity.unit,ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.doseQuantity.unit,0.38346827
referenceRange.low.value,ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.referenceRange.observationRange.value.low.value,0.37868544
entry.resource.qualification.identifier.value,ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.act.code.qualifier.value.code,0.37571678
interpretation.coding.system,ClinicalDocument.component.structuredBody.component.section.entry.observation.interpretationCode.codeSystem,0.37447518
entry.resource.organization.reference,ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.text.reference.value,0.37369514
entry.resource.organization.reference,ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.referenceRange.observationRange.text.reference.value,0.37364888
entry.resource.organization.reference,ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.referenceRange.observationRange.moodCode,0.37166393
entry.resource.qualification.code.coding.display,ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.act.code.qualifier.name.displayName,0.3715938
entry.resource.organization.reference,ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.referenceRange.observationRange.classCode,0.3703606
identifier.value,ClinicalDocument.versionNumber.value,0.36893874
referenceRange.high.unit,ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.referenceRange.observationRange.value.high.unit,0.36879697
entry.resource.address.postalCode,ClinicalDocument.recordTarget.patientRole.addr.postalCode.@value,0.36696815
entry.resource.qualification.code.coding.code,ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.act.code.qualifier.name.code,0.3632292
entry.resource.organization.display,ClinicalDocument.component.structuredBody.component.section.entry.organizer.code.translation.displayName,0.36268458
referenceRange.low.unit,ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.referenceRange.observationRange.value.low.unit,0.36243013
interpretation.coding.code,ClinicalDocument.component.structuredBody.component.section.entry.observation.interpretationCode.code,0.36167413
snapshot.element.constraint.extension.url,ClinicalDocument.authorization.consent.id.extension,0.35838884
entry.resource.patient.reference,ClinicalDocument.recordTarget.patientRole.patient.languageCommunication.preferenceInd.value,0.35815737
address.postalCode,ClinicalDocument.author.assignedAuthor.addr.postalCode.@value,0.35592228
entry.resource.location.reference,ClinicalDocument.component.structuredBody.component.section.entry.observation.reference.typeCode,0.35461172
entry.resource.practitioner.reference,ClinicalDocument.component.structuredBody.component.section.entry.act.text.reference.value,0.3524117
entry.resource.medicationReference.reference,ClinicalDocument.component.structuredBody.component.section.entry.observation.value.reference.value,0.3502458
content.attachment.contentType,ClinicalDocument.author.time.type,0.3489126
performer.display,ClinicalDocument.documentationOf.serviceEvent.performer.functionCode.displayName,0.34739983
encounter.reference,ClinicalDocument.component.structuredBody.component.section.entry.encounter.text.reference.value,0.34683985
entry.resource.qualification.identifier.assigner.display,ClinicalDocument.authenticator.assignedEntity.representedOrganization.id.root,0.3464616
entry.resource.name.family,ClinicalDocument.recordTarget.patientRole.patient.name.family.@value,0.3423858
interpretation.coding.display,ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.interpretationCode.displayName,0.34110114
entry.resource.name.given,ClinicalDocument.recordTarget.patientRole.patient.name.given.@value,0.33421224
snapshot.element.representation,ClinicalDocument.author.assignedAuthor.representedOrganization.id.extension,0.3308555
identifier.use,ClinicalDocument.dataEnterer.assignedEntity.addr.use,0.32495242
differential.element.slicing.discriminator.type,ClinicalDocument.legalAuthenticator.time.type,0.32480866
entry.resource.address.state,ClinicalDocument.recordTarget.patientRole.addr.state.@value,0.3202422
