key,match,dist
severity,component.observation.referenceRange.observationRange.value.low.value,1.102970660580088
fullUrl,section.text.list.item.content.linkHtml.href,1.001872923792797
occurrenceDateTime,ClinicalDocument.effectiveTime.type,0.8144666161048957
recordedDate,serviceEvent.performer.assignedEntity.assignedPerson.name.given.@value,1.0065461950866457
city,encompassingEncounter.location.healthCareFacility.location.addr.city.@value,0.980879081215412
expression,act.entryRelationship.observation.value.originalText.reference.value,1.0272302533632753
nameUrl,act.entryRelationship.act.code.qualifier.name.displayName,0.8729918499585012
count,section.text.list.item.list.item.@value,1.048191895664091
searchInclude,component.section.text.list.item.list.listType,1.0203974596958099
end,act.entryRelationship.act.participant.time.low.value,1.0335487599191615
value,component.section.entry.observation.value.reference.value,0.7520330019095219
valueUrl,component.section.entry.observation.value.reference.value,0.778257209191612
searchRevInclude,component.section.text.list.item.list.listType,1.0623415151262539
birthDate,ClinicalDocument.recordTarget.patientRole.patient.birthTime.type,0.9447446566154902
min,component.section.text.table.colgroup.col.width,1.1871804518597604
issued,procedure.author.assignedAuthor.assignedPerson.name.given.@value,1.096575469396085
supportedProfile,ClinicalDocument.participant.associatedEntity.associatedPerson.name.given.@value,1.003994456099892
mode,ClinicalDocument.recordTarget.patientRole.patient.languageCommunication.modeCode.codeSystem,0.9810439532839553
linkId,ClinicalDocument.id.extension,0.8555795364096465
generation,component.section.entry.supply.effectiveTime.center.value,1.085121115191086
multipleOr,ClinicalDocument.participant.associatedEntity.associatedPerson.name.given.@value,1.044255243176204
type,ClinicalDocument.title.type,0.7875440211317268
recorded,encounter.performer.assignedEntity.assignedPerson.name.given.@value,1.0387985146074132
status,ClinicalDocument.authorization.consent.statusCode.code,0.9137603773313926
publisher,organizer.author.assignedAuthor.assignedPerson.name.given.@value,1.0218327361770587
rules,section.entry.procedure.entryRelationship.procedure.code.codeSystem,1.0095284230775998
abstract,ClinicalDocument.title.type,1.0358214571235005
title,ClinicalDocument.title.type,0.824968805447182
requirements,section.entry.substanceAdministration.precondition.criterion.code.codeSystem,1.048179827671651
reportedBoolean,encounter.performer.assignedEntity.assignedPerson.name.given.@value,1.0572259526980154
comparator,component.observation.referenceRange.observationRange.text.reference.value,1.1057037065860744
human,patientRole.patient.guardian.guardianPerson.name.family.@value,1.0382657344569168
given,supply.author.assignedAuthor.assignedPerson.name.given.@value,0.8766812419407853
valueUri,component.section.entry.observation.value.reference.value,0.8294245213742953
data,ClinicalDocument.dataEnterer.assignedEntity.code.code,0.9530347041435066
manufacturer,entryRelationship.supply.product.manufacturedProduct.manufacturerOrganization.name.@value,0.9537554385476295
modelNumber,ClinicalDocument.versionNumber.value,0.8137780814850185
