key,match,dist
MD_Metadata.metadataStandardVersion.CharacterString.@value,formats.description.DEFAULT_VALUE_KEY,2.580685
MD_DataIdentification.citation.CI_Citation.title.CharacterString.@value,distributionInformation.dataPolicyUrl,3.775669
MD_Metadata.dateStamp.DateTime.@value,formats.temporalInterval.endDate,2.9184618
MD_Metadata.identificationInfo.MD_DataIdentification.spatialRepresentationType.MD_SpatialRepresentationTypeCode.codeListValue,datasetSpecification.datasetCreationDate,7.8973227
distributionInfo.MD_Distribution.distributionFormat.MD_Format.version.nilReason,distributionInformation.dataPolicyUrl,4.6351304
MD_DataIdentification.resourceConstraints.MD_LegalConstraints.accessConstraints.MD_RestrictionCode.codeList,datasetSpecification.datasetRevisionDate,6.384091
MD_DataIdentification.graphicOverview.MD_BrowseGraphic.fileName.CharacterString.@value,datasetSpecification.datasetCreationDate,5.008104
CI_Citation.date.CI_Date.dateType.CI_DateTypeCode.codeList,datasetSpecification.datasetRevisionDate,7.3600593
MD_DigitalTransferOptions.onLine.CI_OnlineResource.function.CI_OnLineFunctionCode.codeListValue,datasetSpecification.datasetRevisionDate,7.6979275
MD_DataIdentification.resourceConstraints.MD_LegalConstraints.useLimitation.CharacterString.@value,datasetSpecification.datasetCreationDate,4.575188
MD_Metadata.identificationInfo.MD_DataIdentification.language.LanguageCode.codeList,datasetSpecification.datasetRevisionDate,5.237251
identificationInfo.MD_DataIdentification.resourceConstraints.MD_LegalConstraints.otherConstraints.nilReason,temporalExtents.comment.DEFAULT_VALUE_KEY,4.907077
DQ_DataQuality.scope.DQ_Scope.level.MD_ScopeCode.codeList,contacts.orcId,10.044348
CI_Citation.date.CI_Date.date.Date.@value,formats.temporalInterval.endDate,4.6006775
CI_Citation.date.CI_Date.dateType.CI_DateTypeCode.codeListValue,datasetSpecification.datasetRevisionDate,7.721417
CI_Contact.address.CI_Address.electronicMailAddress.CharacterString.@value,contacts.address.postalCode,4.972069
MD_Metadata.hierarchyLevel.MD_ScopeCode.codeListValue,parameterSet.thesaurusCode,4.800908
MD_VectorSpatialRepresentation.geometricObjects.MD_GeometricObjects.geometricObjectType.MD_GeometricObjectTypeCode.codeListValue,datasetSpecification.datasetCreationDate,9.298051
MD_Metadata.identificationInfo.MD_DataIdentification.topicCategory.MD_TopicCategoryCode.@value,datasetSpecification.datasetRevisionDate,6.2961493
EX_Extent.geographicElement.EX_GeographicBoundingBox.northBoundLatitude.Decimal.@value,temporalExtents.comment.DEFAULT_VALUE_KEY,5.3153396
temporalElement.EX_TemporalExtent.extent.TimePeriod.endPosition.@value,temporalExtents.comment.DEFAULT_VALUE_KEY,4.0883083
MD_Metadata.identificationInfo.MD_DataIdentification.characterSet.MD_CharacterSetCode.codeListValue,datasetSpecification.datasetRevisionDate,6.7363453
MD_Metadata.hierarchyLevel.MD_ScopeCode.codeList,parameterSet.thesaurusCode,4.3361554
EX_Extent.geographicElement.EX_GeographicBoundingBox.eastBoundLongitude.Decimal.@value,temporalExtents.comment.DEFAULT_VALUE_KEY,5.447195
MD_Metadata.identificationInfo.MD_DataIdentification.spatialRepresentationType.MD_SpatialRepresentationTypeCode.codeList,datasetSpecification.datasetCreationDate,7.4795914
DQ_DataQuality.lineage.LI_Lineage.statement.CharacterString.@value,contacts.orcId,5.5323386
CI_Contact.address.CI_Address.city.CharacterString.@value,contacts.comment.DEFAULT_VALUE_KEY,4.15676
CI_Contact.address.CI_Address.country.CharacterString.@value,contacts.comment.DEFAULT_VALUE_KEY,4.0543394
MD_DataIdentification.spatialResolution.MD_Resolution.distance.Distance.uom,parameterSet.uom,4.5169044
MD_Metadata.metadataStandardName.CharacterString.@value,formats.description.DEFAULT_VALUE_KEY,2.7600198
EX_Extent.geographicElement.EX_GeographicBoundingBox.southBoundLatitude.Decimal.@value,temporalExtents.comment.DEFAULT_VALUE_KEY,5.3168044
CI_Citation.identifier.MD_Identifier.code.Anchor.@value,parameterSet.cfStandardName,3.7262313
MD_DataIdentification.resourceConstraints.MD_LegalConstraints.useConstraints.MD_RestrictionCode.codeListValue,datasetSpecification.datasetRevisionDate,6.7753544
MD_Metadata.characterSet.MD_CharacterSetCode.codeListValue,datasetSpecification.datasetRevisionDate,4.5526857
CI_Contact.phone.CI_Telephone.facsimile.CharacterString.@value,contacts.comment.DEFAULT_VALUE_KEY,4.210417
MD_DigitalTransferOptions.onLine.CI_OnlineResource.linkage.URL.@value,distributionInformation.dataPolicyUrl,4.4460444
MD_DataIdentification.pointOfContact.CI_ResponsibleParty.organisationName.CharacterString.@value,datasetSpecification.datasetCreationDate,4.9708366
CI_Citation.identifier.MD_Identifier.code.Anchor.href,parameterSet.cfStandardName,4.0590825
CI_Contact.phone.CI_Telephone.voice.CharacterString.@value,contacts.comment.DEFAULT_VALUE_KEY,4.319032
MD_Metadata.identificationInfo.MD_DataIdentification.abstract.CharacterString.@value,distributionInformation.dataPolicyUrl,4.232529
